trip_id,start_time,end_time,headway_secs
4-I15-011-2022I15-1-1-4--11---,09:30:00,10:00:00,450
4-I15-011-2022I15-2-1-4--11---,09:30:00,10:00:00,450
4-I15-011-2022I15-1-1-4--11---,10:00:00,22:00:00,420
4-I15-011-2022I15-2-1-4--11---,10:00:00,22:00:00,420
4-I15-011-2022I15-1-1-4--11---,22:00:00,24:00:00,450
4-I15-011-2022I15-2-1-4--11---,22:00:00,24:00:00,450
4-I12-121-2022I12-1-1-4--12-1--,00:00:00,02:00:00,900
4-I12-121-2022I12-1-1-4--12-1--,06:05:00,07:00:00,540
4-I12-121-2022I12-1-1-4--12-1--,07:00:00,24:00:00,450
4-I13-121-2022I13-1-1-4--12-1--,00:00:00,02:00:00,900
4-I13-121-2022I13-1-1-4--12-1--,06:05:00,07:00:00,540
4-I13-121-2022I13-1-1-4--12-1--,07:00:00,24:00:00,450
4-I14-121-2022I14-1-1-4--12-1--,00:00:00,02:00:00,900
4-I14-121-2022I14-1-1-4--12-1--,06:05:00,07:00:00,540
4-I14-121-2022I14-1-1-4--12-1--,07:00:00,09:30:00,390
4-I14-121-2022I14-1-1-4--12-1--,09:30:00,10:00:00,450
4-I14-121-2022I14-1-1-4--12-1--,10:00:00,24:00:00,450
4-I15-121-2022I15-1-1-4--12-1--,00:00:00,02:00:00,900
4-I15-121-2022I15-1-1-4--12-1--,06:05:00,07:00:00,540
4-I15-121-2022I15-1-1-4--12-1--,07:00:00,11:00:00,510
4-I15-121-2022I15-1-1-4--12-1--,11:00:00,22:00:00,330
4-I15-121-2022I15-1-1-4--12-1--,22:00:00,24:00:00,450
4-I12-122-2022I12-1-1-4--12-2--,00:00:00,02:00:00,900
4-I12-122-2022I12-1-1-4--12-2--,06:05:00,07:00:00,540
4-I12-122-2022I12-1-1-4--12-2--,07:00:00,24:00:00,450
4-I13-122-2022I13-1-1-4--12-2--,00:00:00,02:00:00,900
4-I13-122-2022I13-1-1-4--12-2--,06:05:00,07:00:00,540
4-I13-122-2022I13-1-1-4--12-2--,07:00:00,24:00:00,450
4-I14-122-2022I14-1-1-4--12-2--,00:00:00,02:00:00,900
4-I14-122-2022I14-1-1-4--12-2--,06:05:00,07:00:00,540
4-I14-122-2022I14-1-1-4--12-2--,07:00:00,09:30:00,390
4-I14-122-2022I14-1-1-4--12-2--,09:30:00,10:00:00,450
4-I14-122-2022I14-1-1-4--12-2--,10:00:00,24:00:00,450
4-I15-122-2022I15-1-1-4--12-2--,00:00:00,02:00:00,900
4-I15-122-2022I15-1-1-4--12-2--,06:05:00,07:00:00,540
4-I15-122-2022I15-1-1-4--12-2--,07:00:00,11:00:00,510
4-I15-122-2022I15-1-1-4--12-2--,11:00:00,22:00:00,330
4-I15-122-2022I15-1-1-4--12-2--,22:00:00,24:00:00,450
4-I12-ROP-2022I12-1-1-4--R---,00:00:00,02:00:00,900
4-I12-ROP-2022I12-2-1-4--R---,00:00:00,02:00:00,900
4-I12-ROP-2022I12-1-1-4--R---,06:05:00,07:00:00,540
4-I12-ROP-2022I12-2-1-4--R---,06:05:00,07:00:00,540
4-I12-ROP-2022I12-1-1-4--R---,07:00:00,11:00:00,510
4-I12-ROP-2022I12-2-1-4--R---,07:00:00,11:00:00,510
4-I12-ROP-2022I12-1-1-4--R---,11:00:00,22:00:00,330
4-I12-ROP-2022I12-2-1-4--R---,11:00:00,22:00:00,330
4-I12-ROP-2022I12-1-1-4--R---,22:00:00,24:00:00,450
4-I12-ROP-2022I12-2-1-4--R---,22:00:00,24:00:00,450
4-I13-ROP-2022I13-1-1-4--R---,00:00:00,02:00:00,900
4-I13-ROP-2022I13-2-1-4--R---,00:00:00,02:00:00,900
4-I13-ROP-2022I13-1-1-4--R---,06:05:00,07:00:00,540
4-I13-ROP-2022I13-2-1-4--R---,06:05:00,07:00:00,540
4-I13-ROP-2022I13-1-1-4--R---,07:00:00,11:00:00,510
4-I13-ROP-2022I13-2-1-4--R---,07:00:00,11:00:00,510
4-I13-ROP-2022I13-1-1-4--R---,11:00:00,22:00:00,330
4-I13-ROP-2022I13-2-1-4--R---,11:00:00,22:00:00,330
4-I13-ROP-2022I13-1-1-4--R---,22:00:00,24:00:00,450
4-I13-ROP-2022I13-2-1-4--R---,22:00:00,24:00:00,450
4-I14-ROP-2022I14-1-1-4--R---,00:00:00,02:00:00,900
4-I14-ROP-2022I14-2-1-4--R---,00:00:00,02:00:00,900
4-I14-ROP-2022I14-1-1-4--R---,06:05:00,22:00:00,330
4-I14-ROP-2022I14-2-1-4--R---,06:05:00,22:00:00,330
4-I14-ROP-2022I14-1-1-4--R---,22:00:00,24:00:00,450
4-I14-ROP-2022I14-2-1-4--R---,22:00:00,24:00:00,450
4-I15-ROP-2022I15-1-1-4--R---,00:00:00,02:00:00,900
4-I15-ROP-2022I15-2-1-4--R---,00:00:00,02:00:00,900
4-I15-ROP-2022I15-1-1-4--R---,06:05:00,22:00:00,330
4-I15-ROP-2022I15-2-1-4--R---,06:05:00,22:00:00,330
4-I15-ROP-2022I15-1-1-4--R---,22:00:00,24:00:00,450
4-I15-ROP-2022I15-2-1-4--R---,22:00:00,24:00:00,450
